SBS1	SBS2	SBS3	SBS4	SBS5	SBS6	SBS7a	SBS7b	SBS7c	SBS7d	SBS8	SBS9	SBS10a	SBS10b	SBS11	SBS12	SBS13	SBS14	SBS15	SBS16	SBS17a	SBS17b	SBS18	SBS19	SBS20	SBS21	SBS22	SBS23	SBS24	SBS25	SBS26	SBS27	SBS28	SBS29	SBS30	SBS31	SBS32	SBS33	SBS34	SBS35	SBS36	SBS37	SBS38	SBS39	SBS40	SBS41	SBS42	SBS43	SBS44	SBS45	SBS46	SBS47	SBS48	SBS49	SBS50	SBS51	SBS52	SBS53	SBS54	SBS55	SBS56	SBS57	SBS58	SBS59	SBS60
P-0028069-T01-IM6	0.381399761885764	0	0	0	0	0	0	0	0	0	0	0	0	0.172364541638704	0	0	0	0	0.164701323906354	0	0	0	0	0	0.0820219188788222	0	0	0	0	0	0.14032624824807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0028266-T01-IM6	0.791424188310154	0	0	0	0	0	0	0	0	0	0	0	0	0.114479504749066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0028344-T01-IM6	0.320481942454822	0	0	0	0	0	0	0	0	0	0	0	0	0.192768114459037	0	0	0	0	0.435705451921375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0028638-T01-IM6	0.535428028534529	0	0	0	0	0.119104954916483	0	0	0	0	0	0	0	0.15800806880037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0787011384171637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0897352399334571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0028701-T01-IM6	0.663379545414191	0	0	0	0	0	0	0	0	0	0	0	0	0.202680139615655	0	0	0	0	0.133940314970155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0028891-T01-IM6	0.862722899558463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0820442572178193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0028913-T02-IM6	0.668416304445716	0	0	0	0	0	0	0	0	0	0	0	0	0.159974974265615	0	0	0	0	0.119387195572697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0029169-T01-IM6	0.373969239422631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.593521033624086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0029248-T01-IM6	0.811750913984097	0	0	0	0	0	0	0	0	0	0	0	0	0.0826178525752549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0824608416020409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0029398-T01-IM6	0.503170821822185	0	0	0	0	0	0	0	0	0	0	0	0	0.209977803205373	0	0	0	0	0.123662487320464	0	0	0	0	0	0.0747236589576426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0029399-T01-IM6	0.421706617704494	0	0	0	0	0.126502856277075	0	0	0	0	0	0	0	0.188370396361355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0709184399037897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0029495-T03-IM6	0.730727511862223	0	0	0	0	0	0	0	0	0	0	0	0	0.156034882554969	0	0	0	0	0.0638054696063462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0029983-T01-IM6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0788818946312289	0	0	0	0	0	0.273693589028521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283682872641711	0	0	0	0.274031894115496	0	0	0	0	0	0	0	0	0	0	0	0
P-0030205-T01-IM6	0	0	0	0	0	0.135637382802054	0	0	0	0.154218062871393	0	0	0	0	0	0	0	0	0.617145807644456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0809544310990784	0	0	0	0	0	0
P-0030265-T01-IM6	0.25769249735687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.742307502643131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0030383-T01-IM6	0.27689351560829	0	0	0	0	0.363055594069642	0	0	0	0	0	0	0	0.293363506088803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0030513-T02-IM6	0.162986704644504	0	0	0	0	0.620271147289721	0	0	0	0	0	0	0	0	0	0	0	0	0.133747244667034	0	0	0	0	0	0	0	0	0	0	0	0.064092469489969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0030615-T01-IM6	0.433614566929913	0	0	0	0	0.255620887461992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0914221959179126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0030634-T01-IM6	0.687645997200734	0	0	0	0	0	0	0	0	0	0	0	0	0.0771163660446883	0	0	0	0	0	0	0	0	0	0	0	0.11872510615262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0030708-T01-IM6	0.695805208480229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0764311552841617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.182024200013897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0030951-T01-IM6	0.396494547622444	0	0	0	0	0	0	0	0	0	0	0	0	0.26192787662309	0	0	0	0	0	0	0	0	0	0	0	0.157836574483779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111771521374459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0030960-T01-IM6	0.598491892429248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0784214333970535	0	0	0	0	0	0	0	0.0672504816737682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0030988-T01-IM6	0	0	0	0	0	0.1210353363419	0	0	0	0	0	0	0	0.100513046451022	0	0	0	0	0.697919875058364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0609119628793199	0	0	0	0	0	0
P-0031050-T01-IM6	0.174515588888385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.528850976332843	0	0	0	0	0	0	0	0	0	0	0	0.178726823976504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0031146-T01-IM6	0.473547165318374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.519342583264208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0031173-T01-IM6	0.342499398158494	0	0	0	0	0	0	0	0	0	0	0	0	0.301986062891134	0	0	0	0	0.284609554302701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0031207-T01-IM6	0.678924977775677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0812967683951072	0	0	0.15652391266003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0031479-T01-IM6	0.30874819784624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.193623977103426	0	0	0	0	0	0.16892176883253	0	0	0	0	0	0.15054322035556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0031956-T01-IM6	0.0747064025994837	0	0	0	0.111350103006779	0.428349451635975	0	0	0	0	0	0	0	0	0	0	0	0.0673369694072714	0	0	0	0	0	0	0	0.204225090108844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0032698-T01-IM6	0.630103349358594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114752875279365	0.109313269510833	0	0	0	0	0	0.107060276878558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0033382-T01-IM6	0.720779225710239	0	0	0	0	0	0	0	0	0	0	0	0	0.241639976197672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0033503-T01-IM6	0.80454277849345	0	0	0	0	0	0	0	0	0	0	0	0	0.109634169064522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0034950-T01-IM6	0.684400015511178	0	0.0981662197851347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111664770222064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0035100-T01-IM6	0.863441738692533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0035452-T01-IM6	0.552678874642914	0	0	0	0	0	0	0	0	0	0	0	0	0.0962905720162556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.118089803698516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0035750-T01-IM6	0.55200844904782	0	0	0	0	0	0	0	0	0	0	0	0	0.126277428967922	0	0	0	0	0	0	0	0	0	0	0	0.0675348406994817	0	0	0.0671641242257249	0	0.134541111807338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0035892-T01-IM6	0.750400947622249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0859868584784255	0	0	0	0	0	0.130317792297898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0036230-T01-IM6	0	0	0	0	0.105655638186514	0	0	0	0	0	0	0	0	0.489657212982974	0	0	0	0	0	0.184704548703938	0	0	0	0	0.0742275708493516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.089668557172773	0	0	0	0	0	0
P-0036284-T01-IM6	0.682922259554872	0	0	0	0	0	0	0	0	0	0	0	0	0.0664269988630247	0	0	0	0	0	0	0	0	0	0	0.0666312280911405	0	0	0	0	0	0.06391031025718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0036380-T01-IM6	0	0	0	0	0	0.351370745116839	0	0	0	0	0	0	0	0.229363344431999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136797252411983	0	0	0	0	0	0	0.128518941480595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0036383-T01-IM6	0.170720394603117	0	0	0	0	0.352709441200607	0	0	0	0	0	0	0	0.337542861111685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0998850165463357	0	0	0	0	0	0
P-0036500-T01-IM6	0.493948723275834	0	0	0	0	0	0	0	0	0	0	0	0	0.223134627043943	0	0	0	0	0.282916619692065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0036505-T01-IM6	0	0	0	0	0	0.591940128921962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.135010938020196	0	0	0	0	0	0	0	0	0	0	0	0.0951613310486261	0	0	0	0	0	0	0	0	0.114143313010784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0036564-T03-IM6	0.938142158804843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0036568-T01-IM6	0.50709376194172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31819801890636	0	0	0	0	0	0	0	0	0	0	0	0.0853166637830316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0036740-T03-IM6	0	0	0	0	0	0.418432414478152	0	0	0	0	0	0	0	0.244755771644766	0	0	0	0	0.199484080943483	0	0	0	0	0	0	0	0	0	0	0	0.1373277329336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0036868-T01-IM6	0.434130764802023	0.0727088705054432	0	0	0	0.242671345348997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109876813942545	0	0
P-0036924-T01-IM6	0	0	0	0	0.176326503998019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.190457687959108	0	0	0	0.0981640989819576	0	0	0	0	0	0	0.0678741638505944	0	0	0	0	0	0	0	0	0	0	0	0.084688346274021	0	0	0	0	0	0	0.151167525073533	0	0	0.161213261322975	0	0	0	0	0	0
P-0036993-T01-IM6	0.693501342422297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.225586464255446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0037001-T01-IM6	0.510292868387052	0	0	0	0	0.179930382360464	0	0	0	0	0	0	0	0	0	0	0	0	0.168819197189874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0037006-T01-IM6	0	0	0	0	0	0	0	0	0	0	0	0	0	0.181240650494971	0	0	0	0	0.549960646687578	0	0	0	0	0	0	0.222385567138851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0037032-T01-IM6	0.331904223084125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.585236179730174	0	0	0	0	0	0	0.0828595698773858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0037042-T01-IM6	0.796932150135181	0	0	0	0	0	0	0	0	0	0	0	0	0.0709534541831933	0	0	0	0.0778999244558939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0037383-T01-IM6	0	0	0	0	0.152191096371237	0.2913733541904	0	0	0	0	0	0	0	0.453809256842096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0037410-T01-IM6	0.391263730854817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.210798754707056	0	0	0.218315134143905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117119595755706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0037582-T01-IM6	0.701144298067307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0986440872146945	0	0	0.144992232219262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0037721-T01-IM6	0	0	0	0	0	0	0	0	0	0	0.0964069786491482	0	0	0.194583293507751	0	0	0	0	0.465801485212915	0	0	0	0	0	0	0	0	0	0	0	0	0.0750187784137009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0037838-T02-IM6	0.647006234775098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0631221852127252	0.135629876983609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0037867-T01-IM6	0.343475613136963	0	0	0	0	0	0	0	0	0	0	0	0	0.295795180620704	0	0	0	0	0.177479293899559	0	0	0	0	0	0.0871421280378883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0037875-T01-IM6	0.39971015092728	0	0	0	0	0	0	0	0	0	0	0	0	0.203612819132651	0	0	0	0	0	0	0	0	0	0	0	0.101205646739666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.181979992027363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0037940-T01-IM6	0.453486013922549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.464127995608623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0038016-T01-IM6	0.505550332889765	0	0	0	0	0.23782301929427	0	0	0	0	0	0	0	0.144448026738201	0	0	0	0	0	0	0	0	0	0	0	0.0770538721376854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0038069-T01-IM6	0	0	0	0	0	0	0	0	0	0	0.0721433302537735	0	0	0.152786287950695	0	0	0	0	0.106528303508505	0	0	0	0	0	0	0.166416886793573	0	0	0	0	0.273909354631015	0	0	0	0	0	0	0	0	0	0	0	0	0.0972171925651513	0	0	0	0	0	0	0	0	0	0.0802560121997162	0	0	0	0	0	0	0	0	0	0	0
P-0038084-T01-IM6	0.728155139234418	0	0	0	0	0	0	0	0	0	0	0	0	0.201334921974445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0038159-T01-IM6	0.781087629557693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.146953072568053	0	0.0719592978742541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0038304-T01-IM6	0.330879483503083	0	0	0	0	0	0	0	0	0.126094062076457	0	0	0	0.110234337925937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.177223465219396	0	0	0	0	0	0	0	0	0	0	0	0.129378828317789	0	0	0	0	0	0
P-0038378-T01-IM6	0.637386559593529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114788290542811	0	0	0	0	0	0	0	0	0	0	0.0720427400827353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0038520-T01-IM6	0.459461929196474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.112343568045749	0	0	0	0	0	0	0	0.266668325707062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0038537-T01-IM6	0.738835734064369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166951342942436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0038544-T01-IM6	0.789198739877967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124309997211377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0038553-T01-IM6	0.217384991550216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34983741158275	0	0	0	0	0	0	0	0	0	0	0	0.147880052551245	0	0	0	0	0	0	0	0	0	0	0.0630232681165584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0038638-T01-IM6	0.396852125815703	0	0	0	0	0	0	0	0	0	0	0	0	0.153044972610712	0	0	0	0.0772898194817654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.245876276674366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0038870-T01-IM6	0.616912531798467	0	0	0	0	0	0	0	0	0.0709871446734063	0	0	0	0.175500522897123	0	0	0	0	0	0	0	0	0	0	0	0.095069633260324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0038880-T01-IM6	0.76640654694	0	0	0	0	0	0	0	0	0	0	0	0	0.110762407533164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.060239797967268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0038908-T01-IM6	0.592648423551364	0	0	0	0	0	0	0	0	0	0	0	0	0.199858410622345	0	0	0	0	0	0	0	0	0	0	0.0997695800919052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0839362427806293	0	0	0	0	0	0
P-0038944-T01-IM6	0.417664969559958	0	0	0	0	0	0	0	0	0	0	0	0	0.4291165766901	0	0	0	0	0.0712234839649441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0819949500548811	0	0	0	0	0	0
P-0039004-T01-IM6	0.313735078958207	0	0	0	0	0.35843163577544	0	0	0	0	0	0	0	0.161562275191192	0	0	0	0	0.0673941210024529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0039072-T01-IM6	0.0839645748845702	0	0	0	0	0.438772303417179	0	0	0	0	0	0	0	0	0	0	0	0	0.29850717515317	0	0	0.0633853721905891	0	0	0	0.0626483551320164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0039184-T01-IM6	0.531977752967014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.308525350368807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.122091744189222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0039283-T01-IM6	0.634531769635455	0	0	0	0	0	0	0	0	0	0	0	0	0.172922318925803	0	0	0	0	0.118233167585584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0039441-T01-IM6	0.700496525231535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.221060909382531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0039443-T01-IM6	0.756428365877683	0	0	0	0	0	0	0	0	0	0	0	0	0.112286596051205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0039466-T01-IM6	0.449539833633542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0905079732075448	0	0	0.266014139989629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
